Additional_info,Alternative_name,Catalog,Description,Formal_name,Name,Url
,,13434,"Streptavidin conjugated to SureLight R-PE Streptavidin SureLight R-Phycoerythrin 565 > 498 nm 578 nm Optimized for flow cytometry, cell-based assays, IHC (1:100 dil.), WB (1:1,000 dil.), microarrays, and microplate applications",,"Streptavidin: SureLight, R-PE",https://www.caymanchem.com/product/13434
,,11117,"Mouse anti-6His (6x Histidine) IgG (Clone AD1.1.10) conjugated to DyLight 650 Mouse monoclonal anti-6xHistidine IgG, clone AD1.1.10 DyLight 650 652 nm 672 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Mouse Anti-6HIS IgG:,DyLight, 650",https://www.caymanchem.com/product/11117
,,16584,"Spectral Characteristics: Visible absorption maximum = 652 nm, Emission maximum = 657 nm; This polyclonal antibody detects human IgA, tagged with SureLight APC.",,"Goat Anti-,Human IgA:",https://www.caymanchem.com/product/16584
,,16583,Crosslinked Allophycocyanin 652 nm 625 nm 657.5 nm 2.4 x 10 Mcm 0.68 1.6 x 10 Mcm,,"SureLight, Allophyco,cyanin (APC)",https://www.caymanchem.com/product/16583
,,11280,Rabbit anti-V5 IgG conjugated to SureLight PerCP Rabbit anti-V5 tag (GKPIPNPLLGLDST) IgG SureLight Peridinin-Chlorophyll (PerCP) 483 nm 673 nm Flow cytometry and cell-based assays,,"Rabbit Anti-,V5 tag IgG:",https://www.caymanchem.com/product/11280
,,13468,"Rabbit anti-V5 IgG conjugated to Alkaline Phosphatase Rabbit polyclonal anti-V5 (GKPIPNPLLGLDST) IgG Alkaline Phosphatase Western blot detection. Recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000.",,"Rabbit Anti-,V5 tag IgG:Alkaline Phosphatase",https://www.caymanchem.com/product/13468
,,16648,"Goat F(Ab')2 anti-Mouse IgG, Fc-specific conjugated to SureLight R-PE Goat F(Ab')2 polyclonal anti-Mouse IgG, Fc-specific SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Goat F(Ab')2 Anti-,Mouse IgG Fc-,Spec:",https://www.caymanchem.com/product/16648
,,11253,"Streptavidin DyLight 488 Streptavidin DyLight 488 493 nm 518 nm Optimized for High throughput screening (HTS) and fluorescence resonance energy transfer (FRET) assays targeting kinase activity,  and flow cytometry",,"Streptavidin:,DyLight, 488",https://www.caymanchem.com/product/11253
,,16593,Goat anti-Rat IgG conjugated to SureLight APC Goat polyclonal anti-Rat IgG SureLight Allophycocyanin (APC) 650 nm 660 nm Flow Cytometry and cell-based assays,,"Goat Anti-,Rat IgG:",https://www.caymanchem.com/product/16593
,,13393,Goat anti-Llama IgG  conjugated to SureLight APC Goat polyclonal anti-Llama IgG SureLight Allophycocyanin (APC) 650 nm 660 nm Flow cytometry and cell-based assays,,"Goat Anti-,Llama IgG:",https://www.caymanchem.com/product/13393
,,16632,"Spectral Characteristics: Visible absorption maximum = 545 nm, Emission maximum = 572 nm; A SureLight B-Phycoerythrin (B-PE).",,"SureLight, B-,Phycoerythrin (B-,PE)",https://www.caymanchem.com/product/16632
,,13395,Goat anti-Mouse IgG conjugated to SureLight APC Goat polyclonal anti-Mouse IgG SureLight Allophycocyanin (APC) 650 nm 660 nm Flow cytometry and cell-based assays,,"Goat Anti-,Mouse IgG,:",https://www.caymanchem.com/product/13395
,,13448,"Goat anti-GST (Glutathione-S-Transferase) IgG conjugated to SureLight P3 Goat polyclonal anti-Glutathione-S-Transferase (GST) SureLight P3 614 nm 662 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Goat Anti-,GST IgG:",https://www.caymanchem.com/product/13448
,,18844," Mouse 565>540>498 nm 578 nm Flow cytometry, Fluorescence microscopy",,Rat Anti-PD-1 IgG conjugated to R-Phycoerythrin,https://www.caymanchem.com/product/18844
,,13462,"Mouse anti-6His (6x Histidine) IgG (Clone AD1.1.10) conjugated to Alkaline Phosphatase Mouse monoclonal anti-6x histidine IgG, clone AD1.1.10 Alkaline Phosphatase Western blot detection. Recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000.",,"Mouse Anti-,6HIS IgG:Alkaline Phosphatase",https://www.caymanchem.com/product/13462
,,11264,"Mouse anti-c-myc IgG clone 9E10 (EQKLISEEDL) conjugated to DyLight 650 Mouse monoclonal anti-c-myc (clone 9E10) IgG DyLight 650 652 nm 672 nm Recognizes the 9E10 epitope (EQKLISEEDL sequence) derived from the human c-myc protein. Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Mouse Anti-,c-,myc IgG:,DyLight, 650",https://www.caymanchem.com/product/11264
,,11269,Rabbit anti-V5 IgG conjugated to DyLight 650 Rabbit anti-V5-tag (GKPIPNPLLGLDST) IgG DyLight 650 652 nm 672 nm Flow cytometry and cell-based assays,,"Rabbit Anti-,V5 IgG:,DyLight, 650",https://www.caymanchem.com/product/11269
,,18829,,,"Mouse Anti-Human IgG4 conjugated to Dylight, 650",https://www.caymanchem.com/product/18829
,,16699,"Goat anti-human IgG, secondary antibody, conjugated to DyLight 488  Goat polyclonal anti-Human IgG   DyLight 488  493 nm 518 nm Flow Cytometry, Cell-based assays, Microarrays, and Microplate applications Conjugate supplied as a liquid in 0.1 M sodium phosphate, 0.15 M NaCl (pH7.4), 1% BSA, and 0.02% NaN.",,"Goat Anti-,Human IgG: DyLight, 488",https://www.caymanchem.com/product/16699
,,16659,"Anti-Cytokeratin (Clone C11) conjugated to SureLight R-PE Mouse anti-Cytokeratin (clone C11) IgG Human cytokeratins 4, 5, 6, 8, 10, 13, and 18 Human - other species not tested SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry and cell-based assays",,"Anti-,Cytokeratin (Clone C11):",https://www.caymanchem.com/product/16659
,,16651,"Goat anti-Mouse IgM conjugated to SureLight R-PE Goat polyclonal anti-Mouse IgM SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Goat Anti-,Mouse IgM:",https://www.caymanchem.com/product/16651
,,16649,"Goat anti-Mouse IgG, Fc-specific conjugated to SureLight R-PE Goat polyclonal anti-Mouse IgG, Fc-specific SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Goat Anti-,Mouse IgG Fc-,Spec:",https://www.caymanchem.com/product/16649
,,11256,"Mouse anti-DYKDDDDK IgG (Clone M2) conjugated to DyLight 550 Mouse monoclonal anti-DYDDDDK IgG, clone M2 DyLight 550 562 nm 576 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Mouse Anti-,DYKDDDDK IgG:,DyLight, 550",https://www.caymanchem.com/product/11256
,,11245,"Goat anti-GST (Glutathione-S-Transferase) IgG conjugated to DyLight 488 Goat polyclonal anti-GST (Glutathione-S-Transferase) IgG DyLight 488 493 nm 518 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Goat Anti-,GST IgG:,DyLight, 488",https://www.caymanchem.com/product/11245
,,16652,"Goat anti-Rat IgG conjugated to SureLight R-PE Goat polyclonal anti-Rat IgG SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Goat Anti-,Rat IgG:",https://www.caymanchem.com/product/16652
,,16557,"Mouse anti-6xHistidine IgG conjugated to Biotin Mouse monoclonal anti-6xHistidine IgG, clone AD1.1.10 Biotin High Throughput Screening applications, Western blot detection (recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000)",,"Mouse Anti-,6HIS IgG:Biotin",https://www.caymanchem.com/product/16557
,,23042,"The TR-FRET cAMP Assay is designed to allow the user to detect and quantitatively measure the amount of cyclic AMP (cAMP) present in cell based assay systems. A europium (Eu) labeled monoclonal anti-cAMP antibody (Donor) is paired with a fluorescently labeled cAMP analog (Acceptor), and in the absence of any endogenous cAMP, will produce a time-resolved energy transfer signal at 665 nm when excited at 340 nm. If cAMP accumulates in the well due to the activation of cellular adenylyl cyclase, this cAMP inhibits the formation of the labeled Donor/Acceptor complex, decreasing the amount of energy transfer signal produced, with the overall drop in signal being inversely proportional to the amount of cAMP accumulated. ",,Cyclic AMP TR-FRET Kit,https://www.caymanchem.com/product/23042
,,11272,"Goat anti-GST (Glutathione-S-Transferase) IgG conjugated to SureLight PerCP Goat polyclonal anti-GST (Glutathione-S-Transferase) IgG SureLight Peridinin-Chlorophyll (PerCP) 483 nm 673 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Goat Anti-,GST IgG:",https://www.caymanchem.com/product/11272
,,13470,"Mouse anti-HA (Hemagglutinin) IgG (Clone 16B12) conjugated to Biotin Mouse monoclonal anti-HA (haemagglutinin) IgG, clone 16B12 Biotin Western blot detection. Recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000.",,"Mouse Anti-,HA IgG:Biotin",https://www.caymanchem.com/product/13470
,,13460,"Goat anti-Rabbit IgG conjugated to Alkaline Phosphatase Goat polyclonal anti-Rabbit IgG Alkaline Phosphatase  Western blot detection. Recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000.",,"Goat Anti-,Rabbit IgG:Alkaline Phosphatase",https://www.caymanchem.com/product/13460
,,16589,"Goat F(Ab')2 anti-Mouse IgG, H+L conjugated to SureLight APC Goat F(ab')2 polyclonal anti-Mouse IgG SureLight Allophycocyanin (APC) 650 nm 660 nm Flow Cytometry and cell-based assays",,"Goat F(Ab')2 Anti-,Mouse IgG (H+L):",https://www.caymanchem.com/product/16589
,,16567,"Goat anti-Rabbit IgG conjugated to SureLight PerCP Goat polyclonal anti-Rabbit IgG Peridinin-Chlorophyll (PerCP)  483 nm 673 nm Flow Cytometry, Cell-based assays, Microarrays, and Microplate applications Conjugate supplied as a  lyophilized powder.",,"Goat Anti-Rabbit IgG: SureLight, PerCP",https://www.caymanchem.com/product/16567
,,13416,"Spectral Characteristics: Visible absorption maxima = 565>540>498 nm, Emission maximum = 578 nm; This goat anti-mouse IgG (H+L) is used as the 'secondary antibody' for immunofluorescent staining on tissues or culture cells where the primary antibody is generated in mice. It is highly recommended that proper negative controls, such as omitting the primary antibody, be included in experiments when conducting immunofluorescent staining.",,"Goat Anti-,Mouse IgG (H+L):RPE",https://www.caymanchem.com/product/13416
,,16631,"Streptavidin conjugated to SureLight APC - Optimized for protein interaction assays Streptavidin SureLight Allophycocyanin (APC) 652 nm 657.5 nm 1:1.5 Optimized for High throughput screening (HTS) and fluorescence resonance energy transfer (FRET) assays targeting protein interactions, flow cytometry",,Streptavidin:,https://www.caymanchem.com/product/16631
,,16738,"Goat anti-Mouse IgG, H+L conjugated to HRP Goat polyclonal anti-Mouse IgG, H+L Horseradish Peroxidase Western blot detection. Recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000.",,"Goat Anti-,Mouse (H+L):HRP",https://www.caymanchem.com/product/16738
,,16690,"Anti-PGI (Prostaglandin I) Synthase conjugated to SureLight R-PE Rabbit Anti-PGI (Prostaglandin I) Synthase PGIS sequence amino acids 475-490 (PEFDLSRYGFGLMQPE) Reacts with human, bovine, ovine, rat, and murine PGIS; other species not tested SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Anti-,PGI Synthase:",https://www.caymanchem.com/product/16690
,,18846," Mouse 565>540>498 nm 578 nm Flow cytometry, Fluorescence microscopy",,Rat Anti-TIM-3 IgG conjugated to R-Phycoerythrin,https://www.caymanchem.com/product/18846
,,16697,"Goat anti-rabbit IgG conjugated to SureLight P3 Goat polyclonal anti-Rabbit IgG SureLight P3 614 nm 662 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Goat Anti-,Rabbit IgG:",https://www.caymanchem.com/product/16697
,,16558,"Goat anti-Human IgG conjugated to DyLight Goat polyclonal anti-Human IgG DyLight 650  652 nm 672 nm Flow Cytometry, Cell-based assays, Microarrays, and Microplate applicationsConjugate supplied as a liquid in 0.1 M sodium phosphate, 0.15 M NaCl (pH7.4), 1% BSA, and 0.02% NaN.",,"Goat Anti-,Human IgG: DyLight, 650",https://www.caymanchem.com/product/16558
,,13467,"Rabbit anti-T7 IgG conjugated to Alkaline Phosphatase Rabbit polyclonal anti-T7 (MASMTGGQQMG) Alkaline Phosphatase Western blot detection. Recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000.",,"Rabbit Anti-,T7 IgG:Alkaline Phosphatase",https://www.caymanchem.com/product/13467
,,16694,"Mouse anti-Biotin IgG1 (clone B098M) conjugated to SureLight R-PE Mouse anti-Biotin IgG1 (clone B098M) SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Mouse Anti-,Biotin IgG:",https://www.caymanchem.com/product/16694
,,13449,"Mouse anti-6His (6x Histidine) IgG (Clone AD1.1.10) conjugated to SureLight P3 Mouse monoclonal anti-6xHistidine IgG1, clone AD1.1.10 SureLight P3 614 nm 662 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Mouse Anti-,6HIS IgG:",https://www.caymanchem.com/product/13449
,,16745,"Horseradish Peroxidase conjugated to Mouse Anti-6Histidine Mouse monoclonal anti-6x histidine IgG, clone AD1.1.10 Horseradish Peroxidase Western blot detection. Recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000.",,"Mouse Anti-,6HIS IgG:HRP",https://www.caymanchem.com/product/16745
,,16560,"Goat anti-Rabbit IgG conjugated to DyLight® 650 Goat polyclonal anti-Rabbit IgG DyLight 650  652 nm 672 nm Flow Cytometry, Cell-based assays, Microarrays, and Microplate applicationsConjugate supplied as a liquid in 0.1 M sodium phosphate, 0.15 M NaCl (pH7.4), 1% BSA, and 0.02% NaN.",,"Goat Anti-,Rabbit IgG: DyLight, 650",https://www.caymanchem.com/product/16560
,,18839," Human 565>540>498 nm 578 nm Flow cytometry, Fluorescence microscopy",,Mouse Anti-Human IgG2 conjugated to R-Phycoerythrin,https://www.caymanchem.com/product/18839
,,16686,"Anti-15-hydroxy PGDH (15-hydroxy-Prostaglandin Dehydrogenase) conjugated to SureLight R-PE Rabbit Anti-15-hydroxy PGDH (15-hydroxy-Prostaglandin Dehydrogenase) NAD-dependent 15-hydroxy PGDH amino acids 92-105 (AGVNNEKNWEKTLQ) Reactive with human, bovine, guinea pig, and baboon 15-hydroxy PGDH; other species not tested SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Anti-,15-,Hydroxy PGDH:",https://www.caymanchem.com/product/16686
,,11277,Rabbit anti-HA (Hemagglutinin) IgG conjugated to SureLight PerCP Rabbit polyclonal anti-HA (Hemagglutinin) (YPYDVPDYA) IgG SureLight Peridinin-Chlorophyll (PerCP) 483 nm 673 nm Flow cytometry and cell-based assays,,"Rabbit Anti-,HA IgG:",https://www.caymanchem.com/product/11277
,,11246,"Mouse anti-6His (6x Histidine) IgG (Clone AD1.1.10) conjugated to DyLight 488 Mouse monoclonal anti-6x Histidine IgG, clone AD1.1.10 DyLight 488 493 nm 518 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Mouse Anti-,6HIS IgG:,DyLight, 488",https://www.caymanchem.com/product/11246
,,11247,"Mouse anti-c-myc IgG clone 9E10 (EQKLISEEDL) to DyLight 488 Mouse monoclonal anti-c-myc (clone 9E10), IgG1 DyLight 488 493 nm 518 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Mouse Anti-,c-,myc IgG:,DyLight, 488",https://www.caymanchem.com/product/11247
,,16637,"Spectral Characteristics: Visible absorption maxima = 565>540>498 nm, Emission maximum = 578 nm; A SureLight R-Phycoerythrin (R-PE).",,"SureLight, R-,Phycoerythrin (R-,PE)",https://www.caymanchem.com/product/16637
,,16545,"Streptavidin conjugated to Alkaline Phosphatase Streptavidin Alkaline Phosphatase Western blot detection. Recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000.",,"Streptavidin:,Alkaline Phosphatase",https://www.caymanchem.com/product/16545
,,16633,"Spectral Characteristics: Visible absorption maximum = 545 nm, Emission maximum = 572 nm; This streptavidin with a SureLight B-Phycoerythrin probe, binds biotinylated targets.",,Streptavidin:,https://www.caymanchem.com/product/16633
,,16641,"Goat anti-Human IgG Fcγ fragment specific conjugated to SureLight R-PE Goat polyclonal anti-Human IgG, Fc-fragment specific SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Goat Anti-,Human IgG Fcγ:",https://www.caymanchem.com/product/16641
,,16625,"Anti-EP (Prostaglandin E) receptor (C-term) conjugated to SureLight APC Rabbit anti-EP receptor (C-term) IgG EP receptor C-terminal amino acids 459-488 (GSGRAGPAPKGSSLQVTFPSETLNLSEKCI) Human, murine, rat, and ovine EP receptor; non-reactive with EP, EP, and EP receptors; other species not tested. SureLight Allophycocyanin (APC) 650 nm 660 nm Flow cytometry and cell-based assays",,"Anti-,EP, Receptor (C-Term):",https://www.caymanchem.com/product/16625
,,16586,"Goat anti-Human IgM conjugated to SureLight APC Goat polyclonal anti-human IgM SureLight Allophycocyanin (APC) 652 nm 657.5 nm Optimized for High throughput screening (HTS) and fluorescence resonance energy transfer (FRET) assays, flow cytometry, microscopy",,"Goat Anti-,Human IgM:",https://www.caymanchem.com/product/16586
,,16585,Goat anti-Human IgE conjugated to SureLight APC Goat polyclonal anti-Human IgE SureLight Allophycocyanin (APC) 650 nm 660 nm Flow cytometry and cell-based assays,,"Goat Anti-,Human IgE:",https://www.caymanchem.com/product/16585
,,13463,"Mouse anti-c-myc IgG clone 9E10 (EQKLISEEDL) conjugated to Alkaline Phosphatase Mouse monoclonal anti-c-myc IgG, clone 9E10 (EQKLISEEDL) Alkaline Phosphatase Recognizes the 9E10 epitope (EQKLISEEDL sequence) derived from the human c-myc protein. Western blot detection. Recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000.",,"Mouse Anti-,c-,myc IgG:Alkaline Phosphatase",https://www.caymanchem.com/product/13463
,,11276,"Mouse anti-HA (Hemagglutinin) IgG (Clone 16B12) conjugated to SureLight PerCP Mouse monoclonal anti-HA (Hemagglutinin) IgG, clone 16B12 Monoclonal antibody HA.11 was raised against the twelve amino acid peptide CYPYDVPDYASL. The HA.11 antibody recognizes the influenza hemagglutinin epitope (YPYDVPDYA) which has been used extensively as a general epitope tag in expression vectors. The HA.11 antibody recognizes HA epitopes located in the middle of protein sequences as well as at the N- or C-terminus. SureLight Peridinin-Chlorophyll (PerCP) 483 nm 673 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Mouse Anti-,HA IgG:",https://www.caymanchem.com/product/11276
,,13426,"Mouse anti-c-myc IgG clone 9E10 (EQKLISEEDL) to SureLight R-PE Mouse monoclonal anti-c-myc (clone 9E10) IgG SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,Mouse Anti-c-myc IgG:,https://www.caymanchem.com/product/13426
,,16647,"Goat F(Ab')2 anti-Mouse IgG, H+L conjugated to SureLight R-PE Goat F(Ab')2 polyclonal anti-Mouse IgG SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Goat F(Ab')2 Anti-,Mouse IgG (H+L):",https://www.caymanchem.com/product/16647
,,11943,"SMCC-Activated SureLight - Allophycocyanin SMCC-activated SureLight Allophycocyanin 650 nm 660 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Activated SureLight, Allophyco,cyanin (APC)",https://www.caymanchem.com/product/11943
,,16601,"Mouse anti-6HIS (6x Histidine) IgG (Clone AD1.1.10) conjugated to SureLight APC Mouse monoclonal anti-6x Histidine IgG, clone AD1.1.10 SureLight Allophycocyanin (APC) 652 nm 657.5 nm Optimized for High throughput screening (HTS) and fluorescence resonance energy transfer (FRET) assays, flow cytometry",,"Mouse Anti-,6HIS IgG:",https://www.caymanchem.com/product/16601
,,18826,,,"Mouse Anti-GFP (clone F56-6A1.2.3) conjugated to Dylight, 650",https://www.caymanchem.com/product/18826
,,18837," Mouse 565>540>498 nm 578 nm Flow cytometry, Fluorescence microscopy",,Mouse Anti-GFP tag IgG conjugated to R-Phycoerythrin,https://www.caymanchem.com/product/18837
,,11257,Mouse anti-HA (Hemagglutinin) IgG1 (Clone 16B12) conjugated to DyLight 550 Mouse anti-Hemagglutinin IgG (clone 16B12) DyLight 550 562 nm 576 nm Flow cytometry and cell-based assays,,"Mouse Anti-,HA IgG:,DyLight, 550",https://www.caymanchem.com/product/11257
,,16739,"Goat anti-Mouse IgG, Fc-specific conjugated to HRP   Goat polyclonal anti-Mouse IgG, Fc-specific    Horseradish Peroxidase   Western blot detection. Recommended dilution of 1:500 - 1:10000. Starting dilution: 1:2000  Conjugate supplied lyophilized.",,Goat Anti-Mouse IgG Fc-Spec:HRP,https://www.caymanchem.com/product/16739
,,16564,"Goat anti-Human IgG conjugated to SureLight PerCP Goat polyclonal anti-Human IgG Peridinin-Chlorophyll (PerCP)   483 nm 673 nm Flow Cytometry, Cell-based assays, Microarrays, and Microplate applications Conjugate supplied as a lyophilized powder.",,"Goat Anti-,Human IgG:",https://www.caymanchem.com/product/16564
,,16592,Goat anti-Mouse IgM SureLight  conjugated to APC Goat polyclonal anti-Mouse IgM SureLight Allophycocyanin (APC) 650 nm 660 nm Flow Cytometry and cell-based assays,,"Goat Anti-,Mouse IgM:",https://www.caymanchem.com/product/16592
,,18840," Human 565>540>498 nm 578 nm Flow cytometry, Fluorescence microscopy",,Mouse Anti-Human IgG4 conjugated to R-Phycoerythrin,https://www.caymanchem.com/product/18840
,,16573," Goat polyclonal anti-Rabbit IgG Europium Chelate W-1024 340 nm 615 nm TR-FRET high throughput screening (HTS) applications (LANCE, HTRF)",,"Goat Anti-,Rabbit IgG:Eu-,W1024",https://www.caymanchem.com/product/16573
,,16741,"Goat anti-Rabbit IgG, H+L conjugated to HRP Goat polyclonal anti-Rabbit IgG Horseradish Peroxidase Western blot detection. Recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000.",,"Goat Anti-,Rabbit (H+L):HRP",https://www.caymanchem.com/product/16741
,,16656,"Rabbit anti-Goat IgG, secondary antibody, conjugated to SureLight R-PE Rabbit polyclonal anti-goat IgG SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Rabbit Anti-,Goat IgG:",https://www.caymanchem.com/product/16656
,,16700,"Goat anti-Mouse IgG, secondary antibody, conjugated to DyLight 488  Goat polyclonal anti-Mouse IgG   DyLight 488  493 nm 518 nm Flow Cytometry, Cell-based assays, Microarrays, and Microplate applications Conjugate supplied as a liquid in 0.1 M sodium phosphate, 0.15 M NaCl (pH7.4), 1% BSA, and 0.02% NaN.",,"Goat Anti-,Mouse IgG: DyLight, 488",https://www.caymanchem.com/product/16700
,,11259,Rabbit anti-S tag IgG conjugated to DyLight 550 Rabbit anti-S-tag (KETAAAKFERQHMDS) IgG DyLight 550 562 nm 576 nm Flow cytometry and cell-based assays,,"Rabbit Anti-,S tag IgG:,DyLight, 550",https://www.caymanchem.com/product/11259
,,13397,Goat anti-Mouse IgG2b conjugated to SureLight APC Goat polyclonal anti-Mouse IgG2b SureLight Allophycocyanin (APC) 650 nm 660 nm Flow Cytometry and cell-based assays,,"Goat Anti-,Mouse IgG2b:",https://www.caymanchem.com/product/13397
,,13457,"Streptavidin conjugated to SureLight P3 Streptavidin SureLight P3 614 nm 662 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,Streptavidin:,https://www.caymanchem.com/product/13457
,,13413,"Goat anti-Chicken IgY conjugated to SureLight R-PE Goat polyclonal anti-chicken IgY SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,Goat Anti-Chicken IgY:,https://www.caymanchem.com/product/13413
,,16562,Rabbit anti-T7 IgG conjugated to DyLight 650 Rabbit anti-T7-tag (MASMTGGQQMG) IgG DyLight 650 652 nm 672 nm Flow cytometry and cell-based assays,,"Rabbit Anti-,T7 IgG:,DyLight, 650",https://www.caymanchem.com/product/16562
,,13424,Rabbit IgG Isotype Control SureLight R-PE Rabbit IgG SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry and cell-based assays,,Rabbit IgG Isotype Control:,https://www.caymanchem.com/product/13424
,,11275,"Mouse anti-DYKDDDDK IgG (Clone M2) conjugated to SureLight PerCP Mouse monoclonal anti-DYDDDDK IgG, clone M2 SureLight Peridinin-Chlorophyll (PerCP) 483 nm 673 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Mouse Anti-,DYKDDDDK IgG:",https://www.caymanchem.com/product/11275
,,11251,Rabbit anti-T7 IgG conjugated to DyLight 488 Rabbit anti-T7-tag (MASMTGGQQMG) IgG DyLight 488 493 nm 518 nm Flow cytometry and cell-based assays,,"Rabbit Anti-,T7 IgG:,DyLight, 488",https://www.caymanchem.com/product/11251
,,11248,"Mouse anti-DYKDDDDK IgG (Clone M2) conjugated to DyLight 488 Mouse monoclonal anti-DYDDDDK IgG, clone M2 DyLight 488 493 nm 518 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Mouse Anti-,DYKDDDDK IgG:,DyLight, 488",https://www.caymanchem.com/product/11248
,,13461,"Goat anti-GST (Glutathione-S-Transferase) IgG conjugated to Alkaline Phosphatase Goat polyclonal anti-Glutathione-S-Transferase Alkaline Phosphatase Western blot detection. Recommended dilution of 1:500-1:10,000. Starting dilution: 1:2,000.",,"Goat Anti-,GST IgG:Alkaline Phosphatase",https://www.caymanchem.com/product/13461
,,18827,,,"Mouse Anti-PEG conjugated to Dylight, 650",https://www.caymanchem.com/product/18827
,,17465,"Many applications and instruments were developed specifically for PE-695. It is commonly used in immunoassays such as FACS, flow cytometry, multimer/tetramer applications. With new instrumetation available, PE-695 is also well suited for immunohistochemistry (IHC) and Western blot applications.R-phycoerythrin is predominantly produced by red algae. The protein is made up of at least three different subunits and varies according to the species of algae that produces it. The subunit structure of the most common R-PE is (αβ)6γ. The α subunit has two phycoerythrobilins (PEB), the β subunit has 2 or 3 PEBs and one phycourobilin (PUB), while the different gamma subunits are reported to have 3 PEB and 2 PUB (γ1) or 1 or 2 PEB and 1 PUB (γ2). The molecular weight of R-PE is 250,000 Daltons. PE-695 is a tandem fluorophore comprising R-Phycoerythin and a red-shifted cyanine dye.Absorption maximum: 565 nmAdditional Absorption peak: 498 nmEmission maximum: 650 nmConjugation/Label: Cy 5.5",,"SureLight, PE-695",https://www.caymanchem.com/product/17465
,,13391,Goat anti-Chicken IgY conjugated to SureLight APC Goat polyclonal anti-chicken IgY SureLight Allophycocyanin (APC) 650 nm 660 nm Flow cytometry and cell-based assays,,"Goat Anti-,Chicken IgY:",https://www.caymanchem.com/product/13391
,,16581," Streptavidin Europium Chelate W-1024 340 nm 615 nm TR-FRET high throughput screening (HTS) applications (LANCE, HTRF)",,"Streptavidin:,Eu-,W1024",https://www.caymanchem.com/product/16581
,,13432,"Rabbit anti-S tag IgG conjugated to SureLight R-PE Rabbit anti-S tag (KETAAAKFERQHMDS) IgG SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,Rabbit Anti-S tag IgG:,https://www.caymanchem.com/product/13432
,,13420,"Goat anti-Mouse IgG conjugated to SureLight R-PE Goat polyclonal anti-Mouse IgG SureLight R-phycoerythrin 565>498 nm 578 nm Flow cytometry, cell-based assays, microarrays, and microplate applications",,"Goat Anti-,Mouse IgG,:",https://www.caymanchem.com/product/13420
